subset,start_station_id,hour,avg_trips
all,8,16,0.3559322033898305
all,8,17,0.3192090395480226
all,8,18,0.2711864406779661
all,8,19,0.2570621468926554
all,8,20,0.2768361581920904
all,8,21,0.1751412429378531
all,8,22,0.02824858757062147
all,8,23,0.02824858757062147
all,22,5,1.0254237288135593
all,22,6,1.9096045197740112
all,22,7,1.4915254237288136
all,22,8,1.1384180790960452
all,22,9,1.076271186440678
all,22,10,1.0677966101694916
all,22,11,1.3502824858757063
all,22,12,1.8333333333333333
all,22,13,2.0282485875706215
all,22,14,2.4322033898305087
all,22,15,2.1271186440677967
all,22,16,2.005649717514124
all,22,17,1.692090395480226
all,22,18,1.6384180790960452
all,22,19,1.4491525423728813
all,22,20,1.0706214689265536
all,22,21,0.8870056497175142
all,22,22,0.288135593220339
all,22,23,0.1016949152542373
all,24,5,1.7570621468926553
all,24,6,3.0677966101694913
all,24,7,2.6864406779661016
all,24,8,1.9887005649717515
all,24,9,2.0084745762711864
all,24,10,2.1440677966101696
all,24,11,2.1920903954802258
all,24,12,2.5112994350282487
all,24,13,3.810734463276836
all,24,14,3.5847457627118646
all,24,15,3.367231638418079
all,24,16,3.121468926553672
all,24,17,2.889830508474576
all,24,18,2.036723163841808
all,24,19,1.4576271186440677
all,24,20,1.4774011299435028
all,24,21,1.112994350282486
all,24,22,0.5790960451977402
all,24,23,0.07344632768361582
all,33,5,0.192090395480226
all,33,6,0.6694915254237288
all,33,7,0.7231638418079096
all,33,8,0.4858757062146893
all,33,9,0.5028248587570622
all,33,10,0.6271186440677966
all,33,11,0.6214689265536724
all,33,12,0.847457627118644
all,33,13,1.1045197740112995
all,33,14,1.0903954802259888
all,33,15,1.1271186440677967
all,33,16,0.8728813559322034
all,33,17,0.7372881355932204
all,33,18,0.692090395480226
all,33,19,0.4519774011299435
all,33,20,0.288135593220339
all,33,21,0.2598870056497175
all,33,22,0.11864406779661017
all,33,23,0.059322033898305086
all,34,5,0.5819209039548022
all,34,6,2.209039548022599
all,34,7,2.9237288135593222
all,34,8,2.0480225988700567
all,34,9,1.9548022598870056
all,34,10,2.3333333333333335
all,34,11,2.7401129943502824
all,34,12,3.248587570621469
all,34,13,3.694915254237288
all,34,14,4.805084745762712
all,34,15,4.47457627118644
all,34,16,3.2994350282485874
all,34,17,2.8022598870056497
all,34,18,2.403954802259887
all,34,19,2.098870056497175
all,34,20,1.5
all,34,21,0.9293785310734464
all,34,22,0.4322033898305085
all,34,23,0.1271186440677966
all,36,5,1.1779661016949152
all,36,6,2.15819209039548
all,36,7,1.694915254237288
all,36,8,1.6299435028248588
all,36,9,2.26271186440678
all,36,10,2.8587570621468927
all,36,11,3.3813559322033897
all,36,12,4.132768361581921
all,36,13,6.062146892655368
all,36,14,6.765536723163842
all,36,15,5.6525423728813555
all,36,16,4.694915254237288
all,36,17,3.977401129943503
all,36,18,3.3587570621468927
all,36,19,3.016949152542373
all,36,20,2.138418079096045
all,36,21,1.6045197740112995
all,36,22,0.5451977401129944
all,36,23,0.2344632768361582
all,49,5,0.5169491525423728
all,49,6,0.8248587570621468
all,49,7,1.3587570621468927
all,49,8,1.3954802259887005
all,49,9,2.1497175141242937
all,49,10,2.480225988700565
all,49,11,2.632768361581921
all,49,12,2.5112994350282487
all,49,13,2.6864406779661016
all,49,14,2.7062146892655368
all,49,15,2.5112994350282487
all,49,16,1.7598870056497176
all,49,17,1.4519774011299436
all,49,18,1.0847457627118644
all,49,19,0.7288135593220338
all,49,20,0.4435028248587571
all,49,21,0.2853107344632768
all,49,22,0.1553672316384181
all,49,23,0.0480225988700565
all,58,5,0.7853107344632768
all,58,6,2.098870056497175
all,58,7,2.2655367231638417
all,58,8,2.3728813559322033
all,58,9,2.937853107344633
all,58,10,3.2655367231638417
all,58,11,3.4915254237288136
all,58,12,4.6892655367231635
all,58,13,5.4124293785310735
all,58,14,5.590395480225989
all,58,15,5.468926553672317
all,58,16,4.036723163841808
all,58,17,2.2457627118644066
all,58,18,1.689265536723164
all,58,19,1.310734463276836
all,58,20,0.8898305084745762
all,58,21,0.7853107344632768
all,58,22,0.3220338983050847
all,58,23,0.16666666666666666
all,69,5,0.53954802259887
all,69,6,1.5932203389830508
all,69,7,1.5
all,69,8,0.9943502824858758
all,69,9,1.0254237288135593
all,69,10,1.0960451977401129
all,69,11,1.3587570621468927
all,69,12,1.4406779661016949
all,69,13,1.7118644067796611
all,69,14,1.7401129943502824
all,69,15,1.344632768361582
all,69,16,1.2259887005649717
all,69,17,1.192090395480226
all,69,18,0.8926553672316384
all,69,19,0.731638418079096
all,69,20,0.5621468926553672
all,69,21,0.3305084745762712
all,69,22,0.1694915254237288
all,69,23,0.06497175141242938
all,70,5,0.5480225988700564
all,70,6,0.7033898305084746
all,70,7,0.3531073446327684
all,70,8,0.3163841807909605
all,70,9,0.5338983050847458
all,70,10,0.652542372881356
all,70,11,0.7259887005649718
all,70,12,0.8813559322033898
all,70,13,1.2457627118644068
all,70,14,1.1242937853107344
all,70,15,1.0593220338983051
all,70,16,1.0451977401129944
all,70,17,0.8361581920903954
all,70,18,1.0564971751412429
all,70,19,0.6497175141242938
all,70,20,0.536723163841808
all,70,21,0.2288135593220339
all,70,22,0.07062146892655367
all,70,23,0.01694915254237288
all,75,5,1.0480225988700564
all,75,6,2.2655367231638417
all,75,7,2.901129943502825
all,75,8,1.4774011299435028
all,75,9,1.4576271186440677
all,75,10,1.5112994350282485
all,75,11,1.612994350282486
all,75,12,2.0875706214689265
all,75,13,2.5112994350282487
all,75,14,2.7457627118644066
all,75,15,2.4745762711864407
all,75,16,1.88135593220339
all,75,17,1.502824858757062
all,75,18,1.3531073446327684
all,75,19,1.1836158192090396
all,75,20,0.7711864406779662
all,75,21,0.5480225988700564
all,75,22,0.2231638418079096
all,75,23,0.06497175141242938
all,82,5,0.4378531073446328
all,82,6,0.4350282485875706
all,82,7,0.3474576271186441
all,82,8,0.3644067796610169
all,82,9,0.4293785310734463
all,82,10,0.5706214689265536
all,82,11,0.5847457627118644
all,82,12,0.7994350282485876
all,82,13,1.0254237288135593
all,82,14,1.231638418079096
all,82,15,1.0480225988700564
all,82,16,0.9745762711864406
all,82,17,0.9548022598870056
all,82,18,0.8559322033898306
all,82,19,0.7994350282485876
all,82,20,0.6836158192090396
all,82,21,0.5649717514124294
all,82,22,0.1864406779661017
all,82,23,0.0847457627118644
all,83,5,2.0706214689265536
all,83,6,3.3813559322033897
all,83,7,2.7570621468926553
all,83,8,1.9322033898305084
all,83,9,2.121468926553672
all,83,10,2.788135593220339
all,83,11,3.169491525423729
all,83,12,4.022598870056497
all,83,13,5.395480225988701
all,83,14,6.234463276836158
all,83,15,5.395480225988701
all,83,16,4.451977401129944
all,83,17,3.5338983050847457
all,83,18,3.214689265536723
all,83,19,2.7005649717514126
all,83,20,2.036723163841808
all,83,21,1.4548022598870056
all,83,22,0.559322033898305
all,83,23,0.20056497175141244
all,87,5,0.2627118644067797
all,87,6,0.9124293785310734
all,87,7,1.4124293785310735
all,87,8,1.2429378531073447
all,87,9,2.1779661016949152
all,87,10,2.0508474576271185
all,87,11,2.6412429378531073
all,87,12,3.059322033898305
all,87,13,3.5112994350282487
all,87,14,3.774011299435028
all,87,15,3.0028248587570623
all,87,16,2.7005649717514126
all,87,17,2.0282485875706215
all,87,18,1.4661016949152543
all,87,19,0.96045197740113
all,87,20,0.536723163841808
all,87,21,0.3502824858757062
all,87,22,0.04519774011299435
all,87,23,0.02824858757062147
all,98,5,1.3672316384180792
all,98,6,1.3389830508474576
all,98,7,0.8757062146892656
all,98,8,0.6497175141242938
all,98,9,0.7344632768361582
all,98,10,0.9463276836158192
all,98,11,1.0508474576271187
all,98,12,1.1440677966101696
all,98,13,1.6101694915254237
all,98,14,2.596045197740113
all,98,15,2.305084745762712
all,98,16,2.0649717514124295
all,98,17,1.9661016949152543
all,98,18,1.6723163841807909
all,98,19,1.4350282485875707
all,98,20,1.426553672316384
all,98,21,0.7033898305084746
all,98,22,0.3700564971751412
all,98,23,0.08757062146892655
all,116,5,0.3785310734463277
all,116,6,0.8757062146892656
all,116,7,0.9265536723163842
all,116,8,0.884180790960452
all,116,9,1.2231638418079096
all,116,10,1.6412429378531073
all,116,11,2.2005649717514126
all,116,12,2.751412429378531
all,116,13,3.3813559322033897
all,116,14,4.028248587570621
all,116,15,3.505649717514124
all,116,16,2.9237288135593222
all,116,17,2.327683615819209
all,116,18,1.8926553672316384
all,116,19,1.7457627118644068
all,116,20,1.189265536723164
all,116,21,0.652542372881356
all,116,22,0.3050847457627119
all,116,23,0.096045197740113
all,117,5,0.519774011299435
all,117,6,1.228813559322034
all,117,7,1.3192090395480225
all,117,8,0.4943502824858757
all,117,9,0.6242937853107344
all,117,10,0.6666666666666666
all,117,11,0.8389830508474576
all,117,12,1.1751412429378532
all,117,13,1.6666666666666667
all,117,14,2.152542372881356
all,117,15,2.0819209039548023
all,117,16,1.9152542372881356
all,117,17,1.7796610169491525
all,117,18,1.6807909604519775
all,117,19,1.5903954802259888
all,117,20,1.1271186440677967
all,117,21,0.5028248587570622
all,117,22,0.2033898305084746
all,117,23,0.03672316384180791
all,131,5,0.07344632768361582
all,131,6,0.3587570621468927
all,131,7,0.2175141242937853
all,131,8,0.1977401129943503
all,131,9,0.2740112994350282
all,131,10,0.3361581920903955
all,131,11,0.4548022598870056
all,131,12,0.672316384180791
all,131,13,1.0141242937853108
all,131,14,0.9943502824858758
all,131,15,1.11864406779661
all,131,16,0.8418079096045198
all,131,17,0.788135593220339
all,131,18,0.5
all,131,19,0.3615819209039548
all,131,20,0.2853107344632768
all,131,21,0.22598870056497175
all,131,22,0.09322033898305085
all,131,23,0.059322033898305086
all,132,5,1.8926553672316384
all,132,6,3.310734463276836
all,132,7,2.8163841807909606
all,132,8,1.8531073446327684
all,132,9,1.7824858757062148
all,132,10,2.0338983050847457
all,132,11,1.9011299435028248
all,132,12,2.6807909604519775
all,132,13,3.0084745762711864
all,132,14,4.169491525423729
all,132,15,3.9717514124293785
all,132,16,3.4180790960451977
all,132,17,2.9717514124293785
all,132,18,2.2570621468926553
all,132,19,1.9858757062146892
all,132,20,1.4350282485875707
all,132,21,1.1751412429378532
all,132,22,0.4576271186440678
all,132,23,0.16101694915254236
all,138,5,2.042372881355932
all,138,6,2.6299435028248586
all,138,7,1.7062146892655368
all,138,8,1.3757062146892656
all,138,9,1.6440677966101696
all,138,10,1.5875706214689265
all,138,11,1.7994350282485876
all,138,12,2.5282485875706215
all,138,13,3.2457627118644066
all,138,14,3.115819209039548
all,138,15,2.389830508474576
all,138,16,2.0282485875706215
all,138,17,1.4830508474576272
all,138,18,1.2146892655367232
all,138,19,1.1327683615819208
all,138,20,0.6497175141242938
all,138,21,0.5028248587570622
all,138,22,0.2853107344632768
all,138,23,0.07909604519774012
all,140,5,0.2824858757062147
all,140,6,1.2062146892655368
all,140,7,1.2881355932203389
all,140,8,0.8361581920903954
all,140,9,0.9152542372881356
all,140,10,0.8418079096045198
all,140,11,0.8587570621468926
all,140,12,1.1977401129943503
all,140,13,1.463276836158192
all,140,14,1.8163841807909604
all,140,15,1.4689265536723164
all,140,16,1.4915254237288136
all,140,17,1.2909604519774012
all,140,18,1.5112994350282485
all,140,19,1.3248587570621468
all,140,20,0.8559322033898306
all,140,21,0.635593220338983
all,140,22,0.20056497175141244
all,140,23,0.0480225988700565
all,150,5,1.53954802259887
all,150,6,2.711864406779661
all,150,7,3.194915254237288
all,150,8,2.522598870056497
all,150,9,2.906779661016949
all,150,10,3.2203389830508473
all,150,11,3.853107344632768
all,150,12,4.601694915254237
all,150,13,5.757062146892656
all,150,14,6.864406779661017
all,150,15,6.607344632768362
all,150,16,5.8559322033898304
all,150,17,5.132768361581921
all,150,18,4.6807909604519775
all,150,19,4.073446327683616
all,150,20,3.1977401129943503
all,150,21,2.4237288135593222
all,150,22,1.0593220338983051
all,150,23,0.4435028248587571
all,151,5,0.867231638418079
all,151,6,1.3502824858757063
all,151,7,1.6214689265536724
all,151,8,1.6242937853107344
all,151,9,1.7570621468926553
all,151,10,2.3079096045197742
all,151,11,2.9661016949152543
all,151,12,3.553672316384181
all,151,13,5.141242937853107
all,151,14,5.748587570621469
all,151,15,5.257062146892656
all,151,16,4.406779661016949
all,151,17,3.5282485875706215
all,151,18,2.8587570621468927
all,151,19,2.553672316384181
all,151,20,2.0819209039548023
all,151,21,1.305084745762712
all,151,22,0.6581920903954802
all,151,23,0.20056497175141244
all,156,5,1.0593220338983051
all,156,6,1.5847457627118644
all,156,7,1.8728813559322033
all,156,8,1.2231638418079096
all,156,9,1.271186440677966
all,156,10,1.4435028248587571
all,156,11,1.6101694915254237
all,156,12,2.121468926553672
all,156,13,2.7994350282485874
all,156,14,2.830508474576271
all,156,15,1.92090395480226
all,156,16,1.5988700564971752
all,156,17,1.344632768361582
all,156,18,1.0480225988700564
all,156,19,0.9011299435028248
all,156,20,0.8389830508474576
all,156,21,0.7542372881355932
all,156,22,0.3926553672316384
all,156,23,0.14689265536723164
all,157,5,1.6864406779661016
all,157,6,3.2937853107344632
all,157,7,3.669491525423729
all,157,8,3.553672316384181
all,157,9,4.327683615819209
all,157,10,5.228813559322034
all,157,11,5.7824858757062145
all,157,12,7.528248587570621
all,157,13,10.974576271186441
all,157,14,11.785310734463277
all,157,15,8.703389830508474
all,157,16,6.52542372881356
all,157,17,5.706214689265536
all,157,18,4.471751412429379
all,157,19,3.4717514124293785
all,157,20,2.8926553672316384
all,157,21,1.963276836158192
all,157,22,0.8870056497175142
all,157,23,0.24293785310734464
all,212,5,0.3333333333333333
all,212,6,0.4096045197740113
all,212,7,0.3418079096045198
all,212,8,0.2937853107344633
all,212,9,0.3050847457627119
all,212,10,0.5254237288135594
all,212,11,0.6581920903954802
all,212,12,0.7796610169491526
all,212,13,0.980225988700565
all,212,14,1.234463276836158
all,212,15,1.189265536723164
all,212,16,1.0254237288135593
all,212,17,0.7824858757062146
all,212,18,0.6751412429378532
all,212,19,0.6101694915254238
all,212,20,0.3728813559322034
all,212,21,0.327683615819209
all,212,22,0.1271186440677966
all,212,23,0.07344632768361582
all,214,5,1.347457627118644
all,214,6,2.7175141242937855
all,214,7,2.135593220338983
all,214,8,1.8672316384180792
all,214,9,2.4180790960451977
all,214,10,2.725988700564972
all,214,11,3.1016949152542375
all,214,12,3.711864406779661
all,214,13,4.72316384180791
all,214,14,5.5141242937853105
all,214,15,4.132768361581921
all,214,16,2.9124293785310735
all,214,17,2.5903954802259888
all,214,18,1.9491525423728813
all,214,19,1.423728813559322
all,214,20,0.8954802259887006
all,214,21,0.7768361581920904
all,214,22,0.3192090395480226
all,214,23,0.1016949152542373
all,215,5,1.347457627118644
all,215,6,1.884180790960452
all,215,7,1.5706214689265536
all,215,8,1.0621468926553672
all,215,9,1.073446327683616
all,215,10,1.2627118644067796
all,215,11,1.2570621468926553
all,215,12,1.8135593220338984
all,215,13,2.6553672316384183
all,215,14,2.9858757062146895
all,215,15,2.598870056497175
all,215,16,2.1129943502824857
all,215,17,1.4774011299435028
all,215,18,1.4576271186440677
all,215,19,1.3135593220338984
all,215,20,1.1299435028248588
all,215,21,0.7288135593220338
all,215,22,0.2627118644067797
all,215,23,0.07909604519774012
all,216,5,0.2062146892655367
all,216,6,0.3728813559322034
all,216,7,0.2062146892655367
all,216,8,0.24858757062146894
all,216,9,0.3446327683615819
all,216,10,0.5310734463276836
all,216,11,0.6271186440677966
all,216,12,0.7203389830508474
all,216,13,0.6977401129943502
all,216,14,0.8954802259887006
all,216,15,0.5734463276836158
all,216,16,0.5480225988700564
all,216,17,0.4209039548022599
all,216,18,0.3474576271186441
all,216,19,0.22598870056497175
all,216,20,0.211864406779661
all,216,21,0.16101694915254236
all,216,22,0.04519774011299435
all,216,23,0.00847457627118644
all,217,5,1.112994350282486
all,217,6,1.9011299435028248
all,217,7,1.8587570621468927
all,217,8,1.3502824858757063
all,217,9,1.5508474576271187
all,217,10,1.5593220338983051
all,217,11,1.7005649717514124
all,217,12,1.6299435028248588
all,217,13,1.9096045197740112
all,217,14,2.3502824858757063
all,217,15,2.0112994350282487
all,217,16,1.3559322033898304
all,217,17,1.3983050847457628
all,217,18,0.8502824858757062
all,217,19,0.7062146892655368
all,217,20,0.5649717514124294
all,217,21,0.3305084745762712
all,217,22,0.15254237288135594
all,217,23,0.07344632768361582
all,219,5,2.7401129943502824
all,219,6,4.18361581920904
all,219,7,4.067796610169491
all,219,8,2.536723163841808
all,219,9,2.2033898305084745
all,219,10,1.8389830508474576
all,219,11,2.1412429378531073
all,219,12,2.1864406779661016
all,219,13,3.694915254237288
all,219,14,4.471751412429379
all,219,15,3.725988700564972
all,219,16,3.1610169491525424
all,219,17,2.632768361581921
all,219,18,2.4322033898305087
all,219,19,1.844632768361582
all,219,20,1.3757062146892656
all,219,21,0.9943502824858758
all,219,22,0.5141242937853108
all,219,23,0.1384180790960452
all,220,5,5.1525423728813555
all,220,6,6.387005649717514
all,220,7,4.370056497175141
all,220,8,4.084745762711864
all,220,9,4.053672316384181
all,220,10,4.6892655367231635
all,220,11,5.129943502824859
all,220,12,6.519774011299435
all,220,13,9.717514124293785
all,220,14,10.612994350282486
all,220,15,9.638418079096045
all,220,16,8.27683615819209
all,220,17,6.850282485875706
all,220,18,5.30225988700565
all,220,19,3.8926553672316384
all,220,20,3.6271186440677967
all,220,21,2.1045197740112993
all,220,22,0.8954802259887006
all,220,23,0.24293785310734464
all,221,5,1.2401129943502824
all,221,6,2.135593220338983
all,221,7,1.7598870056497176
all,221,8,1.4152542372881356
all,221,9,1.3389830508474576
all,221,10,1.728813559322034
all,221,11,1.7824858757062148
all,221,12,1.9322033898305084
all,221,13,2.457627118644068
all,221,14,2.805084745762712
all,221,15,2.774011299435028
all,221,16,2.443502824858757
all,221,17,2.0338983050847457
all,221,18,1.7570621468926553
all,221,19,1.5084745762711864
all,221,20,1.1610169491525424
all,221,21,0.7457627118644068
all,221,22,0.2796610169491525
all,221,23,0.1327683615819209
all,222,5,1.2514124293785311
all,222,6,1.9463276836158192
all,222,7,1.3672316384180792
all,222,8,1.0903954802259888
all,222,9,1.2542372881355932
all,222,10,1.4774011299435028
all,222,11,1.7768361581920904
all,222,12,2.0112994350282487
all,222,13,2.4858757062146895
all,222,14,3.0282485875706215
all,222,15,2.785310734463277
all,222,16,2.6864406779661016
all,222,17,2.1440677966101696
all,222,18,1.9124293785310735
all,222,19,1.3135593220338984
all,222,20,0.9915254237288136
all,222,21,0.5734463276836158
all,222,22,0.1977401129943503
all,222,23,0.031073446327683617
all,223,5,
all,223,6,0.002824858757062147
all,223,7,0.00847457627118644
all,223,8,0.00847457627118644
all,223,9,0.01977401129943503
all,223,10,0.03389830508474576
all,223,11,0.05084745762711865
all,223,12,0.08757062146892655
all,223,13,0.11864406779661017
all,223,14,0.1327683615819209
all,223,15,0.1440677966101695
all,223,16,0.1271186440677966
all,223,17,0.14689265536723164
all,223,18,0.07062146892655367
all,223,19,0.11864406779661017
all,223,20,0.062146892655367235
all,223,21,0.0480225988700565
all,223,22,0.01977401129943503
all,223,23,0.01694915254237288
all,298,5,0.2231638418079096
all,298,6,0.20903954802259886
all,298,7,0.1977401129943503
all,298,8,0.2401129943502825
all,298,9,0.2655367231638418
all,298,10,0.3418079096045198
all,298,11,0.3870056497175141
all,298,12,0.4406779661016949
all,298,13,0.7090395480225988
all,298,14,0.8926553672316384
all,298,15,0.9096045197740112
all,298,16,0.7062146892655368
all,298,17,0.7146892655367232
all,298,18,0.6045197740112994
all,298,19,0.4180790960451977
all,298,20,0.3446327683615819
all,298,21,0.2627118644067797
all,298,22,0.12146892655367232
all,298,23,0.03389830508474576
all,301,5,0.556497175141243
all,301,6,1.307909604519774
all,301,7,1.271186440677966
all,301,8,1.2175141242937852
all,301,9,1.7966101694915255
all,301,10,2.463276836158192
all,301,11,2.5819209039548023
all,301,12,2.9124293785310735
all,301,13,3.5282485875706215
all,301,14,4.2740112994350286
all,301,15,3.711864406779661
all,301,16,3.138418079096045
all,301,17,2.6610169491525424
all,301,18,2.146892655367232
all,301,19,1.5932203389830508
all,301,20,0.7824858757062146
all,301,21,0.3954802259887006
all,301,22,0.13559322033898305
all,301,23,0.062146892655367235
all,367,5,0.2062146892655367
all,367,6,0.2966101694915254
all,367,7,0.4293785310734463
all,367,8,0.3050847457627119
all,367,9,0.3192090395480226
all,367,10,0.2937853107344633
all,367,11,0.4830508474576271
all,367,12,0.7005649717514124
all,367,13,0.7909604519774012
all,367,14,0.5621468926553672
all,367,15,0.4717514124293785
all,367,16,0.3361581920903955
all,367,17,0.24293785310734464
all,367,18,0.23728813559322035
all,367,19,0.2033898305084746
all,367,20,0.2288135593220339
all,367,21,0.1016949152542373
all,367,22,0.03954802259887006
all,367,23,
all,368,5,2.6073446327683616
all,368,6,4.570621468926554
all,368,7,4.432203389830509
all,368,8,3.4096045197740112
all,368,9,3.638418079096045
all,368,10,5.155367231638418
all,368,11,6.1158192090395485
all,368,12,8.211864406779661
all,368,13,11.313559322033898
all,368,14,13.384180790960452
all,368,15,11.415254237288135
all,368,16,9.757062146892656
all,368,17,8.384180790960452
all,368,18,7.522598870056497
all,368,19,5.889830508474576
all,368,20,4.635593220338983
all,368,21,3.364406779661017
all,368,22,1.7259887005649717
all,368,23,0.7994350282485876
all,638,5,1.926553672316384
all,638,6,2.0395480225988702
all,638,7,1.0677966101694916
all,638,8,0.6440677966101694
all,638,9,0.6186440677966102
all,638,10,0.7768361581920904
all,638,11,0.9491525423728814
all,638,12,1.0621468926553672
all,638,13,1.3531073446327684
all,638,14,1.5706214689265536
all,638,15,1.4717514124293785
all,638,16,1.3926553672316384
all,638,17,1.155367231638418
all,638,18,0.864406779661017
all,638,19,0.7429378531073446
all,638,20,0.692090395480226
all,638,21,0.403954802259887
all,638,22,0.17796610169491525
all,638,23,0.031073446327683617
all,639,5,0.6610169491525424
all,639,6,1.1045197740112995
all,639,7,1.2627118644067796
all,639,8,1.076271186440678
all,639,9,1.2118644067796611
all,639,10,1.4406779661016949
all,639,11,1.4858757062146892
all,639,12,1.807909604519774
all,639,13,2.494350282485876
all,639,14,2.901129943502825
all,639,15,2.347457627118644
all,639,16,1.7146892655367232
all,639,17,1.4350282485875707
all,639,18,1.1666666666666667
all,639,19,0.9887005649717514
all,639,20,0.6638418079096046
all,639,21,0.4406779661016949
all,639,22,0.1497175141242938
all,639,23,0.08192090395480225
all,640,5,2.1666666666666665
all,640,6,3.0819209039548023
all,640,7,2.2796610169491527
all,640,8,1.4463276836158192
all,640,9,1.271186440677966
all,640,10,1.6355932203389831
all,640,11,1.7118644067796611
all,640,12,2.0847457627118646
all,640,13,2.4858757062146895
all,640,14,3.324858757062147
all,640,15,3.274011299435028
all,640,16,3.1045197740112993
all,640,17,2.983050847457627
all,640,18,2.1807909604519775
all,640,19,1.8192090395480225
all,640,20,1.4124293785310735
all,640,21,0.9209039548022598
all,640,22,0.3644067796610169
all,640,23,0.10734463276836158
all,641,5,1.9745762711864407
all,641,6,3.878531073446328
all,641,7,3.5706214689265536
all,641,8,2.7033898305084745
all,641,9,2.5847457627118646
all,641,10,2.6242937853107344
all,641,11,2.7005649717514126
all,641,12,3.098870056497175
all,641,13,4.830508474576271
all,641,14,5.528248587570621
all,641,15,4.788135593220339
all,641,16,3.889830508474576
all,641,17,3.5084745762711864
all,641,18,2.7288135593220337
all,641,19,2.1666666666666665
all,641,20,2.0480225988700567
all,641,21,2.214689265536723
all,641,22,0.923728813559322
all,641,23,0.18361581920903955
all,642,5,0.7288135593220338
all,642,6,0.867231638418079
all,642,7,0.4152542372881356
all,642,8,0.2966101694915254
all,642,9,0.3107344632768362
all,642,10,0.3700564971751412
all,642,11,0.3389830508474576
all,642,12,0.4491525423728814
all,642,13,0.615819209039548
all,642,14,0.8107344632768362
all,642,15,0.9011299435028248
all,642,16,0.9067796610169492
all,642,17,0.844632768361582
all,642,18,0.6468926553672316
all,642,19,0.5649717514124294
all,642,20,0.5706214689265536
all,642,21,0.5621468926553672
all,642,22,0.24858757062146894
all,642,23,0.07344632768361582
all,644,5,2.7570621468926553
all,644,6,3.6073446327683616
all,644,7,2.542372881355932
all,644,8,1.9039548022598871
all,644,9,2.073446327683616
all,644,10,2.34180790960452
all,644,11,2.652542372881356
all,644,12,3.225988700564972
all,644,13,4.468926553672317
all,644,14,5.940677966101695
all,644,15,5.423728813559322
all,644,16,4.926553672316384
all,644,17,4.700564971751413
all,644,18,3.480225988700565
all,644,19,3.0480225988700567
all,644,20,2.977401129943503
all,644,21,1.5875706214689265
all,644,22,1.03954802259887
all,644,23,1.0254237288135593
all,645,5,0.23728813559322035
all,645,6,0.3389830508474576
all,645,7,0.24293785310734464
all,645,8,0.268361581920904
all,645,9,0.3615819209039548
all,645,10,0.4265536723163842
all,645,11,0.5649717514124294
all,645,12,0.7259887005649718
all,645,13,0.8163841807909604
all,645,14,0.7033898305084746
all,645,15,0.576271186440678
all,645,16,0.4293785310734463
all,645,17,0.3926553672316384
all,645,18,0.2909604519774011
all,645,19,0.3333333333333333
all,645,20,0.2853107344632768
all,645,21,0.0903954802259887
all,645,22,0.0423728813559322
all,645,23,0.002824858757062147
